OrderID;SupplierID;MaterialID;OrderDate;PromisedDeliveryDate;ActualDeliveryDate;Quantity;UnitPrice;TotalPrice;DeliveryStatus;DelayReasonID
444;14;1002;23.11.24;12.12.24;12.12.24;285;223.94;63822,9;On-Time;
445;9;1089;9.7.24;14.7.24;14.7.24;219;294.1;64407,9;On-Time;
447;6;1158;1.5.25;15.5.25;15.5.25;498;171.11;85212,78;On-Time;
448;13;1074;7.11.24;13.11.24;13.11.24;121;171.48;20749,08;On-Time;
449;3;1025;22.1.24;6.2.24;6.2.24;302;157.49;47561,98;On-Time;
450;10;1073;18.1.25;24.1.25;24.1.25;279;86.12;24027,48;On-Time;
451;14;1058;18.10.24;26.10.24;26.10.24;387;169.0;65403;On-Time;
455;11;1186;8.6.25;26.6.25;26.6.25;223;148.28;33066,44;On-Time;
456;9;1039;23.5.25;2.6.25;2.6.25;285;73.01;20807,85;On-Time;
457;17;1011;22.4.25;1.5.25;1.5.25;176;116.1;20433,6;On-Time;
459;20;1104;12.3.25;26.3.25;26.3.25;292;52.12;15219,04;On-Time;
461;21;1112;28.4.24;4.5.24;4.5.24;113;212.56;24019,28;On-Time;
462;21;1118;15.8.25;18.8.25;18.8.25;398;141.77;56424,46;On-Time;
465;6;1005;10.12.24;29.12.24;29.12.24;169;28.38;4796,22;On-Time;
467;13;1108;19.7.25;2.8.25;2.8.25;137;205.16;28106,92;On-Time;
468;13;1029;1.10.24;10.10.24;10.10.24;77;292.15;22495,55;On-Time;
470;13;1127;28.3.24;15.4.24;15.4.24;407;146.91;59792,37;On-Time;
471;9;1107;19.2.24;7.3.24;7.3.24;319;163.57;52178,83;On-Time;
472;18;1129;22.2.24;4.3.24;4.3.24;87;213.22;18550,14;On-Time;
473;5;1007;23.3.25;6.4.25;6.4.25;65;244.46;15889,9;On-Time;
476;20;1142;15.4.25;1.5.25;1.5.25;27;87.88;2372,76;On-Time;
477;9;1088;25.12.24;11.1.25;11.1.25;265;40.78;10806,7;On-Time;
480;21;1055;2.7.24;15.7.24;15.7.24;175;6.94;1214,5;On-Time;
482;16;1181;25.1.24;11.2.24;11.2.24;373;161.46;60224,58;On-Time;
483;12;1110;17.4.24;1.5.24;1.5.24;261;129.77;33869,97;On-Time;
484;6;1035;24.5.24;31.5.24;31.5.24;424;59.35;25164,4;On-Time;
485;17;1009;19.7.25;31.7.25;31.7.25;439;93.11;40875,29;On-Time;
486;3;1163;21.7.25;2.8.25;2.8.25;289;51.95;15013,55;On-Time;
487;20;1112;13.3.25;20.3.25;20.3.25;151;158.07;23868,57;On-Time;
488;13;1089;12.12.24;27.12.24;27.12.24;63;125.81;7926,03;On-Time;
489;19;1153;14.5.24;21.5.24;21.5.24;290;130.7;37903;On-Time;
490;7;1068;28.5.25;2.6.25;2.6.25;481;53.52;25743,12;On-Time;
491;3;1008;4.9.24;19.9.24;19.9.24;219;123.63;27074,97;On-Time;
493;11;1175;2.7.25;10.7.25;10.7.25;254;244.68;62148,72;On-Time;
494;5;1168;24.1.24;11.2.24;11.2.24;118;276.58;32636,44;On-Time;
496;13;1162;9.4.25;16.4.25;16.4.25;125;54.77;6846,25;On-Time;
497;13;1059;22.3.24;31.3.24;31.3.24;60;220.19;13211,4;On-Time;
499;3;1159;19.10.24;1.11.24;1.11.24;204;155.34;31689,36;On-Time;
500;18;1133;8.12.24;27.12.24;27.12.24;78;36.33;2833,74;On-Time;
501;21;1068;20.6.24;9.7.24;9.7.24;436;59.34;25872,24;On-Time;
502;3;1173;6.6.24;18.6.24;18.6.24;414;162.69;67353,66;On-Time;
503;8;1093;7.11.24;10.11.24;10.11.24;500;15.71;7855;On-Time;
504;17;1100;1.11.24;4.11.24;4.11.24;167;297.42;49669,14;On-Time;
507;20;1184;15.7.24;2.8.24;2.8.24;187;134.82;25211,34;On-Time;
508;8;1091;11.1.25;29.1.25;29.1.25;499;258.74;129111,26;On-Time;
510;9;1086;9.3.25;23.3.25;23.3.25;329;157.06;51672,74;On-Time;
511;21;1131;25.4.25;3.5.25;3.5.25;316;98.8;31220,8;On-Time;
512;14;1176;9.11.24;23.11.24;23.11.24;210;182.99;38427,9;On-Time;
513;5;1119;30.1.25;16.2.25;16.2.25;225;44.91;10104,75;On-Time;
514;11;1097;25.4.25;7.5.25;7.5.25;379;12.43;4710,97;On-Time;
515;20;1121;25.2.25;16.3.25;16.3.25;357;46.36;16550,52;On-Time;
516;3;1052;10.1.25;19.1.25;19.1.25;217;162.86;35340,62;On-Time;
517;5;1122;22.3.24;8.4.24;8.4.24;41;148.54;6090,14;On-Time;
518;14;1041;5.4.25;25.4.25;25.4.25;34;125.22;4257,48;On-Time;
519;5;1139;4.1.25;14.1.25;14.1.25;414;172.14;71265,96;On-Time;
520;21;1151;13.5.25;24.5.25;24.5.25;469;97.85;45891,65;On-Time;
521;14;1113;31.5.24;6.6.24;6.6.24;333;8.74;2910,42;On-Time;
523;10;1165;18.3.25;6.4.25;6.4.25;162;67.29;10900,98;On-Time;
524;7;1068;24.1.25;9.2.25;9.2.25;287;178.5;51229,5;On-Time;
525;17;1045;8.2.25;11.2.25;11.2.25;206;288.19;59367,14;On-Time;
527;7;1064;11.7.24;26.7.24;26.7.24;298;180.55;53803,9;On-Time;
528;5;1109;15.11.24;20.11.24;20.11.24;140;216.98;30377,2;On-Time;
529;10;1196;15.7.25;25.7.25;25.7.25;40;70.2;2808;On-Time;
532;11;1105;29.3.24;7.4.24;7.4.24;475;215.61;102414,75;On-Time;
533;8;1189;7.5.25;27.5.25;27.5.25;192;237.23;45548,16;On-Time;
535;8;1151;27.11.24;17.12.24;17.12.24;217;126.96;27550,32;On-Time;
536;13;1024;14.12.24;26.12.24;26.12.24;427;164.02;70036,54;On-Time;
537;18;1170;25.5.24;31.5.24;31.5.24;226;292.39;66080,14;On-Time;
538;3;1079;7.7.24;19.7.24;19.7.24;467;296.8;138605,6;On-Time;
540;3;1041;25.12.24;7.1.25;7.1.25;254;118.39;30071,06;On-Time;
541;6;1009;10.6.24;17.6.24;17.6.24;415;186.6;77439;On-Time;
542;10;1170;2.7.25;10.7.25;10.7.25;44;127.88;5626,72;On-Time;
545;9;1125;9.11.24;14.11.24;14.11.24;252;147.83;37253,16;On-Time;
546;6;1146;28.8.24;17.9.24;17.9.24;285;203.55;58011,75;On-Time;
547;6;1163;11.6.24;21.6.24;21.6.24;268;56.28;15083,04;On-Time;
548;20;1033;14.3.25;20.3.25;20.3.25;444;44.17;19611,48;On-Time;
549;19;1199;7.11.24;21.11.24;21.11.24;274;94.91;26005,34;On-Time;
551;1;1162;22.2.25;3.3.25;3.3.25;380;235.34;89429,2;On-Time;
552;14;1158;11.8.24;22.8.24;22.8.24;340;218.41;74259,4;On-Time;
554;1;1030;13.7.24;21.7.24;21.7.24;169;129.41;21870,29;On-Time;
555;3;1067;14.12.24;30.12.24;30.12.24;380;193.14;73393,2;On-Time;
556;20;1193;2.5.24;17.5.24;17.5.24;18;33.9;610,2;On-Time;
557;10;1013;22.1.25;6.2.25;6.2.25;82;79.85;6547,7;On-Time;
558;14;1104;26.8.24;30.8.24;30.8.24;136;48.02;6530,72;On-Time;
560;2;1039;8.4.24;13.4.24;13.4.24;38;242.39;9210,82;On-Time;
561;3;1073;30.5.24;13.6.24;13.6.24;283;173.27;49035,41;On-Time;
563;7;1127;20.8.25;25.8.25;25.8.25;148;21.09;3121,32;On-Time;
564;21;1049;22.7.24;26.7.24;26.7.24;97;114.5;11106,5;On-Time;
565;7;1004;24.12.24;29.12.24;29.12.24;303;283.79;85988,37;On-Time;
567;19;1108;6.6.25;14.6.25;14.6.25;380;205.71;78169,8;On-Time;
568;7;1159;5.1.25;18.1.25;18.1.25;234;202.96;47492,64;On-Time;
570;5;1120;11.9.24;25.9.24;25.9.24;201;139.96;28131,96;On-Time;
571;15;1123;16.8.24;2.9.24;2.9.24;56;15.09;845,04;On-Time;
572;8;1084;1.12.24;6.12.24;6.12.24;28;85.83;2403,24;On-Time;
573;13;1146;3.9.24;9.9.24;9.9.24;217;260.21;56465,57;On-Time;
574;19;1167;31.8.24;19.9.24;19.9.24;243;151.56;36829,08;On-Time;
575;16;1151;14.2.24;29.2.24;29.2.24;17;23.47;398,99;On-Time;
577;4;1066;12.7.24;29.7.24;29.7.24;277;214.28;59355,56;On-Time;
579;1;1121;10.2.24;16.2.24;16.2.24;387;232.03;89795,61;On-Time;
580;15;1028;15.4.24;24.4.24;24.4.24;433;73.59;31864,47;On-Time;
582;19;1033;20.6.25;10.7.25;10.7.25;287;126.82;36397,34;On-Time;
583;11;1114;29.11.24;7.12.24;7.12.24;393;19.41;7628,13;On-Time;
584;10;1099;17.2.25;26.2.25;26.2.25;297;161.39;47932,83;On-Time;
585;10;1085;7.6.25;15.6.25;15.6.25;308;30.6;9424,8;On-Time;
586;16;1198;15.2.24;22.2.24;22.2.24;289;49.27;14239,03;On-Time;
587;17;1051;12.9.24;25.9.24;25.9.24;42;185.77;7802,34;On-Time;
588;1;1020;5.6.25;14.6.25;14.6.25;435;202.7;88174,5;On-Time;
590;20;1053;5.1.25;24.1.25;24.1.25;374;218.62;81763,88;On-Time;
591;16;1012;18.3.25;23.3.25;23.3.25;112;274.42;30735,04;On-Time;
592;18;1073;17.3.25;3.4.25;3.4.25;66;154.13;10172,58;On-Time;
593;3;1003;22.11.24;3.12.24;3.12.24;345;150.53;51932,85;On-Time;
594;14;1011;21.2.25;28.2.25;28.2.25;299;222.22;66443,78;On-Time;
595;14;1076;28.11.24;14.12.24;14.12.24;336;222.94;74907,84;On-Time;
597;10;1021;15.2.24;20.2.24;20.2.24;259;270.74;70121,66;On-Time;
598;3;1018;27.6.25;6.7.25;6.7.25;166;289.8;48106,8;On-Time;
599;1;1011;6.8.25;9.8.25;9.8.25;446;171.56;76515,76;On-Time;
1;8;1110;9.1.25;24.1.25;2.2.25;280;227.88;63806,4;Delayed;3
11;7;1060;25.7.25;5.8.25;12.8.25;151;212.77;32128,27;Delayed;6
17;11;1009;15.12.24;2.1.25;4.1.25;252;188.92;47607,84;Delayed;1
19;11;1032;26.2.24;1.3.24;8.3.24;391;187.01;73120,91;Delayed;5
28;4;1168;22.2.25;14.3.25;20.3.25;10;255.07;2550,7;Delayed;1
29;4;1056;22.2.25;5.3.25;10.3.25;348;86.63;30147,24;Delayed;4
33;10;1048;7.12.24;19.12.24;22.12.24;298;149.52;44556,96;Delayed;3
36;14;1098;15.8.24;20.8.24;23.8.24;23;117.99;2713,77;Delayed;4
40;6;1189;13.12.24;30.12.24;1.1.25;283;239.22;67699,26;Delayed;5
41;3;1115;18.8.24;24.8.24;29.8.24;248;80.13;19872,24;Delayed;1
43;4;1158;26.8.24;14.9.24;23.9.24;266;25.0;6650;Delayed;6
50;17;1021;7.2.24;20.2.24;23.2.24;384;199.86;76746,24;Delayed;4
52;16;1181;21.2.24;3.3.24;6.3.24;356;142.72;50808,32;Delayed;6
57;19;1043;31.5.25;9.6.25;12.6.25;92;224.84;20685,28;Delayed;5
65;8;1142;10.6.24;28.6.24;4.7.24;267;141.62;37812,54;Delayed;4
66;9;1189;18.6.25;6.7.25;8.7.25;183;142.17;26017,11;Delayed;3
68;16;1185;25.2.25;3.3.25;11.3.25;320;230.53;73769,6;Delayed;3
78;18;1154;17.11.24;21.11.24;27.11.24;197;145.74;28710,78;Delayed;5
80;7;1015;7.7.24;24.7.24;28.7.24;136;12.12;1648,32;Delayed;1
82;19;1143;10.1.24;21.1.24;30.1.24;248;167.35;41502,8;Delayed;4
87;10;1061;3.8.24;14.8.24;17.8.24;360;83.33;29998,8;Delayed;4
90;5;1133;28.5.25;16.6.25;19.6.25;405;285.99;115825,95;Delayed;3
93;11;1022;22.1.24;10.2.24;19.2.24;415;212.81;88316,15;Delayed;5
95;12;1091;19.4.24;22.4.24;23.4.24;265;15.77;4179,05;Delayed;6
99;4;1137;15.2.24;21.2.24;25.2.24;132;153.12;20211,84;Delayed;1
100;19;1153;18.9.24;28.9.24;6.10.24;65;130.71;8496,15;Delayed;5
107;20;1111;5.7.24;25.7.24;3.8.24;48;218.85;10504,8;Delayed;5
116;3;1109;23.4.25;8.5.25;16.5.25;478;159.95;76456,1;Delayed;1
121;6;1198;6.1.24;12.1.24;22.1.24;285;185.91;52984,35;Delayed;2
131;5;1023;6.4.24;13.4.24;22.4.24;23;224.19;5156,37;Delayed;5
136;13;1108;4.5.24;17.5.24;18.5.24;451;42.86;19329,86;Delayed;1
145;20;1157;27.1.25;3.2.25;8.2.25;456;21.79;9936,24;Delayed;2
147;18;1042;3.3.25;12.3.25;21.3.25;403;219.39;88414,17;Delayed;2
153;1;1079;6.6.25;25.6.25;29.6.25;67;108.8;7289,6;Delayed;4
154;15;1030;22.9.24;8.10.24;13.10.24;104;25.16;2616,64;Delayed;5
155;6;1129;27.3.24;6.4.24;8.4.24;131;77.02;10089,62;Delayed;6
160;7;1027;20.9.24;4.10.24;9.10.24;44;218.2;9600,8;Delayed;2
163;21;1015;26.6.24;12.7.24;20.7.24;57;134.56;7669,92;Delayed;1
164;12;1045;1.1.25;15.1.25;21.1.25;210;177.71;37319,1;Delayed;2
167;4;1005;30.7.24;5.8.24;12.8.24;481;215.18;103501,58;Delayed;1
170;21;1147;11.6.25;20.6.25;26.6.25;385;167.45;64468,25;Delayed;2
180;2;1160;27.5.24;31.5.24;2.6.24;393;260.49;102372,57;Delayed;4
189;14;1116;8.12.24;17.12.24;19.12.24;279;38.89;10850,31;Delayed;4
191;1;1169;21.4.25;25.4.25;3.5.25;317;89.05;28228,85;Delayed;3
193;6;1193;28.8.24;4.9.24;12.9.24;344;133.07;45776,08;Delayed;1
196;15;1046;20.6.25;23.6.25;3.7.25;192;160.97;30906,24;Delayed;4
197;4;1052;2.8.25;12.8.25;21.8.25;68;170.17;11571,56;Delayed;5
198;1;1190;23.1.25;6.2.25;9.2.25;51;213.86;10906,86;Delayed;1
200;19;1165;11.8.24;25.8.24;26.8.24;321;180.58;57966,18;Delayed;6
209;13;1194;26.4.25;10.5.25;15.5.25;272;259.71;70641,12;Delayed;6
213;6;1162;11.10.24;24.10.24;1.11.24;227;293.25;66567,75;Delayed;4
214;15;1018;25.6.24;14.7.24;20.7.24;243;143.59;34892,37;Delayed;3
217;18;1104;29.5.24;11.6.24;13.6.24;467;256.07;119584,69;Delayed;2
224;14;1076;18.1.24;6.2.24;14.2.24;6;234.03;1404,18;Delayed;5
231;1;1105;28.5.24;3.6.24;11.6.24;331;215.11;71201,41;Delayed;2
233;4;1066;25.7.25;29.7.25;7.8.25;179;152.41;27281,39;Delayed;2
235;9;1112;9.10.24;23.10.24;27.10.24;109;13.21;1439,89;Delayed;1
239;3;1024;17.11.24;21.11.24;29.11.24;445;216.43;96311,35;Delayed;5
245;11;1178;22.4.24;29.4.24;8.5.24;113;256.4;28973,2;Delayed;3
250;20;1052;12.7.25;17.7.25;18.7.25;216;115.59;24967,44;Delayed;3
252;7;1054;9.7.24;24.7.24;28.7.24;325;288.46;93749,5;Delayed;5
257;16;1092;31.7.25;7.8.25;12.8.25;386;241.59;93253,74;Delayed;4
261;7;1013;13.1.24;21.1.24;29.1.24;104;162.9;16941,6;Delayed;5
263;16;1115;15.8.25;26.8.25;30.8.25;204;279.77;57073,08;Delayed;6
267;7;1022;22.5.25;30.5.25;3.6.25;177;14.35;2539,95;Delayed;3
269;11;1038;5.8.25;11.8.25;13.8.25;252;40.55;10218,6;Delayed;3
273;3;1200;4.1.24;10.1.24;12.1.24;376;143.21;53846,96;Delayed;2
274;1;1102;30.7.25;5.8.25;11.8.25;487;114.29;55659,23;Delayed;5
277;21;1011;11.3.25;31.3.25;6.4.25;90;16.86;1517,4;Delayed;3
279;10;1077;11.6.24;24.6.24;25.6.24;297;271.87;80745,39;Delayed;6
280;6;1015;29.4.25;19.5.25;21.5.25;74;26.6;1968,4;Delayed;3
283;13;1040;23.6.24;27.6.24;28.6.24;413;110.11;45475,43;Delayed;1
289;9;1121;25.6.24;3.7.24;8.7.24;198;247.37;48979,26;Delayed;3
295;17;1009;13.6.25;24.6.25;29.6.25;205;265.68;54464,4;Delayed;6
301;11;1194;12.6.24;24.6.24;29.6.24;58;50.72;2941,76;Delayed;5
304;2;1063;27.2.25;18.3.25;23.3.25;174;284.85;49563,9;Delayed;3
306;14;1196;3.1.24;11.1.24;21.1.24;280;17.59;4925,2;Delayed;1
309;14;1035;1.12.24;17.12.24;23.12.24;488;38.25;18666;Delayed;2
314;3;1070;8.4.24;15.4.24;21.4.24;184;146.33;26924,72;Delayed;4
319;1;1147;26.3.24;1.4.24;11.4.24;39;16.52;644,28;Delayed;6
320;18;1155;19.4.25;2.5.25;7.5.25;224;232.81;52149,44;Delayed;2
324;1;1181;15.5.25;1.6.25;6.6.25;58;217.92;12639,36;Delayed;2
325;2;1184;19.3.24;2.4.24;3.4.24;152;112.98;17172,96;Delayed;1
327;8;1061;11.4.25;24.4.25;2.5.25;253;29.29;7410,37;Delayed;6
329;10;1186;21.7.25;3.8.25;13.8.25;33;169.82;5604,06;Delayed;5
334;6;1117;3.7.24;15.7.24;17.7.24;276;267.24;73758,24;Delayed;3
342;5;1068;6.7.24;14.7.24;22.7.24;472;184.69;87173,68;Delayed;5
346;1;1137;1.5.25;5.5.25;11.5.25;403;149.17;60115,51;Delayed;3
351;5;1156;26.3.24;1.4.24;2.4.24;96;28.64;2749,44;Delayed;1
357;2;1058;25.4.24;8.5.24;17.5.24;241;83.43;20106,63;Delayed;1
358;17;1110;19.8.24;3.9.24;5.9.24;204;237.56;48462,24;Delayed;3
362;7;1075;21.9.24;26.9.24;28.9.24;184;229.87;42296,08;Delayed;2
363;20;1162;6.6.25;10.6.25;18.6.25;36;181.02;6516,72;Delayed;4
365;3;1006;9.11.24;16.11.24;17.11.24;275;187.11;51455,25;Delayed;3
368;18;1117;26.4.24;14.5.24;21.5.24;94;76.35;7176,9;Delayed;3
373;5;1097;27.5.25;30.5.25;31.5.25;200;55.0;11000;Delayed;5
375;12;1100;30.4.24;4.5.24;5.5.24;364;220.12;80123,68;Delayed;5
377;9;1199;19.3.24;6.4.24;16.4.24;158;19.26;3043,08;Delayed;1
382;1;1168;26.6.25;4.7.25;6.7.25;60;215.4;12924;Delayed;6
387;1;1152;3.3.24;14.3.24;16.3.24;131;203.75;26691,25;Delayed;3
388;15;1161;7.8.24;22.8.24;1.9.24;164;232.75;38171;Delayed;2
391;21;1179;10.4.24;20.4.24;24.4.24;307;14.18;4353,26;Delayed;1
394;7;1007;6.11.24;11.11.24;16.11.24;313;143.85;45025,05;Delayed;3
395;6;1159;9.12.24;14.12.24;18.12.24;97;136.34;13224,98;Delayed;4
406;5;1174;15.3.24;31.3.24;5.4.24;231;75.86;17523,66;Delayed;5
409;20;1006;25.12.24;2.1.25;3.1.25;406;285.18;115783,08;Delayed;2
418;1;1078;25.8.24;8.9.24;16.9.24;342;89.11;30475,62;Delayed;4
421;16;1093;11.9.24;21.9.24;30.9.24;299;281.64;84210,36;Delayed;2
422;1;1129;14.7.25;17.7.25;26.7.25;236;27.01;6374,36;Delayed;4
426;11;1006;5.3.24;21.3.24;26.3.24;82;249.25;20438,5;Delayed;3
428;2;1035;2.3.25;22.3.25;31.3.25;306;115.03;35199,18;Delayed;3
439;17;1109;18.2.25;24.2.25;25.2.25;41;206.85;8480,85;Delayed;6
443;5;1098;6.4.24;17.4.24;19.4.24;338;261.57;88410,66;Delayed;3
446;20;1012;4.7.24;17.7.24;22.7.24;220;299.27;65839,4;Delayed;1
452;21;1067;15.5.24;1.6.24;4.6.24;133;173.77;23111,41;Delayed;3
453;9;1119;2.5.24;22.5.24;25.5.24;298;64.21;19134,58;Delayed;5
454;4;1024;19.6.25;3.7.25;6.7.25;333;216.1;71961,3;Delayed;3
458;15;1102;3.6.25;13.6.25;20.6.25;311;264.43;82237,73;Delayed;3
460;7;1180;12.7.24;20.7.24;21.7.24;70;65.56;4589,2;Delayed;4
463;8;1185;27.3.24;6.4.24;8.4.24;6;246.25;1477,5;Delayed;3
464;9;1103;9.5.24;19.5.24;24.5.24;272;146.91;39959,52;Delayed;5
466;11;1006;27.3.25;9.4.25;11.4.25;277;194.31;53823,87;Delayed;4
469;19;1014;25.3.24;30.3.24;9.4.24;181;63.19;11437,39;Delayed;6
474;2;1184;1.8.24;17.8.24;25.8.24;8;84.47;675,76;Delayed;2
475;10;1076;30.6.25;11.7.25;17.7.25;293;237.49;69584,57;Delayed;1
478;13;1101;29.5.25;11.6.25;17.6.25;412;56.55;23298,6;Delayed;1
479;6;1130;6.7.24;22.7.24;31.7.24;231;233.06;53836,86;Delayed;4
481;13;1005;13.7.25;23.7.25;1.8.25;399;136.33;54395,67;Delayed;6
492;10;1073;9.2.25;13.2.25;18.2.25;418;65.85;27525,3;Delayed;5
495;7;1013;6.2.24;17.2.24;18.2.24;253;169.45;42870,85;Delayed;4
498;5;1130;19.6.24;6.7.24;15.7.24;381;142.01;54105,81;Delayed;2
505;1;1198;17.7.24;6.8.24;13.8.24;104;112.28;11677,12;Delayed;4
506;9;1048;22.5.25;29.5.25;5.6.25;142;255.18;36235,56;Delayed;4
509;13;1009;23.10.24;12.11.24;13.11.24;484;122.48;59280,32;Delayed;2
522;17;1027;9.3.25;26.3.25;3.4.25;249;245.14;61039,86;Delayed;6
526;20;1023;1.12.24;19.12.24;25.12.24;404;50.96;20587,84;Delayed;5
530;17;1051;12.1.24;16.1.24;24.1.24;31;26.29;814,99;Delayed;4
531;2;1100;26.5.24;29.5.24;5.6.24;139;42.3;5879,7;Delayed;2
534;7;1162;19.7.25;4.8.25;13.8.25;222;189.79;42133,38;Delayed;3
539;5;1009;19.3.24;7.4.24;8.4.24;46;243.46;11199,16;Delayed;5
543;13;1045;17.8.25;3.9.25;11.9.25;85;63.47;5394,95;Delayed;4
544;5;1109;13.6.25;28.6.25;1.7.25;233;239.5;55803,5;Delayed;6
550;20;1137;24.10.24;9.11.24;18.11.24;209;18.15;3793,35;Delayed;6
553;4;1016;16.1.24;28.1.24;30.1.24;241;8.59;2070,19;Delayed;6
559;19;1159;17.3.25;2.4.25;5.4.25;83;289.25;24007,75;Delayed;4
562;17;1033;21.5.24;27.5.24;30.5.24;121;116.33;14075,93;Delayed;2
566;5;1179;31.8.24;8.9.24;11.9.24;123;7.77;955,71;Delayed;2
569;13;1173;4.10.24;16.10.24;23.10.24;360;135.31;48711,6;Delayed;3
576;5;1047;22.5.25;25.5.25;30.5.25;246;284.01;69866,46;Delayed;1
578;16;1102;5.11.24;19.11.24;26.11.24;212;232.56;49302,72;Delayed;4
581;3;1059;27.11.24;1.12.24;8.12.24;5;125.24;626,2;Delayed;6
589;8;1003;23.12.24;4.1.25;14.1.25;65;291.82;18968,3;Delayed;5
596;16;1081;23.1.24;6.2.24;13.2.24;363;244.37;88706,31;Delayed;1
600;10;1184;16.8.25;21.8.25;31.8.25;395;198.78;78518,1;Delayed;5
